Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, 金黄石英台阶 覆盖板
ThermalDynamics:cover:0, 活木台阶 覆盖板
ThermalDynamics:cover:0, 活木台阶 覆盖板
ThermalDynamics:cover:0, 活木台阶 覆盖板
ThermalDynamics:cover:0, 活木台阶 覆盖板
ThermalDynamics:cover:0, 活石台阶 覆盖板
ThermalDynamics:cover:0, 活石台阶 覆盖板
ThermalDynamics:cover:0, 活石砖台阶 覆盖板
ThermalDynamics:cover:0, 活石砖台阶 覆盖板
ThermalDynamics:cover:0, 梦之木台阶 覆盖板
ThermalDynamics:cover:0, 梦之木台阶 覆盖板
ThermalDynamics:cover:0, 梦之木台阶 覆盖板
ThermalDynamics:cover:0, 梦之木台阶 覆盖板
ThermalDynamics:cover:0, 甘蔗台阶 覆盖板
ThermalDynamics:cover:0, 甘蔗台阶 覆盖板
ThermalDynamics:cover:0, 茅草台阶 覆盖板
ThermalDynamics:cover:0, 茅草台阶 覆盖板
ThermalDynamics:cover:0, 海晶石台阶 覆盖板
ThermalDynamics:cover:0, 海晶石台阶 覆盖板
ThermalDynamics:cover:0, 海晶石砖台阶 覆盖板
ThermalDynamics:cover:0, 海晶石砖台阶 覆盖板
ThermalDynamics:cover:0, 深色海晶石台阶 覆盖板
ThermalDynamics:cover:0, 深色海晶石台阶 覆盖板
ThermalDynamics:cover:0, 炼狱砖台阶 覆盖板
ThermalDynamics:cover:0, 炼狱砖台阶 覆盖板
ThermalDynamics:cover:0, 灵魂砖台阶 覆盖板
ThermalDynamics:cover:0, 灵魂砖台阶 覆盖板
ThermalDynamics:cover:0, 霜冻砖台阶 覆盖板
ThermalDynamics:cover:0, 霜冻砖台阶 覆盖板
ThermalDynamics:cover:0, 瓦块台阶 覆盖板
ThermalDynamics:cover:0, 瓦块台阶 覆盖板
ThermalDynamics:cover:0, 沙土台阶 覆盖板
ThermalDynamics:cover:0, 沙土台阶 覆盖板
ThermalDynamics:cover:0, 末地石砖台阶 覆盖板
ThermalDynamics:cover:0, 末地石砖台阶 覆盖板
ThermalDynamics:cover:0, 末影石砖台阶 覆盖板
ThermalDynamics:cover:0, 末影石砖台阶 覆盖板
ThermalDynamics:cover:0, 微光石台阶 覆盖板
ThermalDynamics:cover:0, 微光石台阶 覆盖板
ThermalDynamics:cover:0, 微光木板台阶 覆盖板
ThermalDynamics:cover:0, 微光木板台阶 覆盖板
ThermalDynamics:cover:0, 变质森林石头台阶 覆盖板
ThermalDynamics:cover:0, 变质森林石头台阶 覆盖板
ThermalDynamics:cover:0, 变质平原石头台阶 覆盖板
ThermalDynamics:cover:0, 变质平原石头台阶 覆盖板
ThermalDynamics:cover:0, 变质高山石头台阶 覆盖板
ThermalDynamics:cover:0, 变质高山石头台阶 覆盖板
ThermalDynamics:cover:0, 变质菌丝石头台阶 覆盖板
ThermalDynamics:cover:0, 变质菌丝石头台阶 覆盖板
ThermalDynamics:cover:0, 变质沼泽石头台阶 覆盖板
ThermalDynamics:cover:0, 变质沼泽石头台阶 覆盖板
ThermalDynamics:cover:0, 变质沙漠石头台阶 覆盖板
ThermalDynamics:cover:0, 变质沙漠石头台阶 覆盖板
ThermalDynamics:cover:0, 变质雪原石头台阶 覆盖板
ThermalDynamics:cover:0, 变质高原石头台阶 覆盖板
ThermalDynamics:cover:0, 变质高原石头台阶 覆盖板
ThermalDynamics:cover:0, 变质雪原石头台阶 覆盖板
ThermalDynamics:cover:0, 变质森林圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质森林圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质平原圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质平原圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质高山圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质高山圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质菌丝圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质菌丝圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质沼泽圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质沼泽圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质沙漠圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质沙漠圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质雪原圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质雪原圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质高原圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质高原圆石台阶 覆盖板
ThermalDynamics:cover:0, 变质森林石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质森林石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质平原石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质平原石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质高山石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质高山石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质菌丝石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质菌丝石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质沼泽石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质沼泽石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质沙漠石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质沙漠石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质雪原石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质雪原石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质高原石砖台阶 覆盖板
ThermalDynamics:cover:0, 变质高原石砖台阶 覆盖板
ThermalDynamics:cover:0, 安山岩台阶 覆盖板
ThermalDynamics:cover:0, 安山岩台阶 覆盖板
ThermalDynamics:cover:0, 玄武岩台阶 覆盖板
ThermalDynamics:cover:0, 玄武岩台阶 覆盖板
ThermalDynamics:cover:0, 闪长岩台阶 覆盖板
ThermalDynamics:cover:0, 闪长岩台阶 覆盖板
ThermalDynamics:cover:0, 花岗岩台阶 覆盖板
ThermalDynamics:cover:0, 花岗岩台阶 覆盖板
ThermalDynamics:cover:0, 安山岩砖台阶 覆盖板
ThermalDynamics:cover:0, 安山岩砖台阶 覆盖板
ThermalDynamics:cover:0, 玄武岩砖台阶 覆盖板
ThermalDynamics:cover:0, 玄武岩砖台阶 覆盖板
ThermalDynamics:cover:0, 闪长岩砖台阶 覆盖板
ThermalDynamics:cover:0, 闪长岩砖台阶 覆盖板
ThermalDynamics:cover:0, 花岗岩砖台阶 覆盖板
ThermalDynamics:cover:0, 花岗岩砖台阶 覆盖板
ThermalDynamics:cover:0, 白色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 白色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 黑色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 黑色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 蓝色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 蓝色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 红色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 红色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 黄色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 黄色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 绿色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 绿色葡萄牙台阶 覆盖板
ThermalDynamics:cover:0, 铜矿石 覆盖板
ThermalDynamics:cover:0, 锡矿石 覆盖板
ThermalDynamics:cover:0, 银矿石 覆盖板
ThermalDynamics:cover:0, 铅矿石 覆盖板
ThermalDynamics:cover:0, 镍矿石 覆盖板
ThermalDynamics:cover:0, 铂矿石 覆盖板
ThermalDynamics:cover:0, 蕴魔矿 覆盖板
ThermalDynamics:cover:0, 铜块 覆盖板
ThermalDynamics:cover:0, 锡块 覆盖板
ThermalDynamics:cover:0, 银块 覆盖板
ThermalDynamics:cover:0, 铅块 覆盖板
ThermalDynamics:cover:0, 镍块 覆盖板
ThermalDynamics:cover:0, 铂块 覆盖板
ThermalDynamics:cover:0, 注魔秘银块 覆盖板
ThermalDynamics:cover:0, 琥珀金块 覆盖板
ThermalDynamics:cover:0, 因瓦合金块 覆盖板
ThermalDynamics:cover:0, 青铜块 覆盖板
ThermalDynamics:cover:0, 信素块 覆盖板
ThermalDynamics:cover:0, 流明块 覆盖板
ThermalDynamics:cover:0, 末影块 覆盖板
ThermalDynamics:cover:0, 熔融红石 覆盖板
ThermalDynamics:cover:0, 充能液态荧石 覆盖板
ThermalDynamics:cover:0, 谐振熔融末影珍珠 覆盖板
ThermalDynamics:cover:0, 烈焰之炽焱 覆盖板
ThermalDynamics:cover:0, 极寒之凛冰 覆盖板
ThermalDynamics:cover:0, Zephyrean Aerotheum 覆盖板
ThermalDynamics:cover:0, Tectonic Petrotheum 覆盖板
ThermalDynamics:cover:0, 元始魔力 覆盖板
ThermalDynamics:cover:0, 蒸汽 覆盖板
ThermalDynamics:cover:0, 液态煤炭 覆盖板
ThermalDynamics:cover:0, 黄铀矿石 覆盖板
ThermalDynamics:cover:0, 黄铀块 覆盖板
ThermalDynamics:cover:0, 蓝晶块 覆盖板
ThermalDynamics:cover:0, 石墨块 覆盖板
ThermalDynamics:cover:0, 蓝钚块 覆盖板
ThermalDynamics:cover:0, 纯镥块 覆盖板
ThermalDynamics:cover:0, 液态黄铀 覆盖板
ThermalDynamics:cover:0, 液态蓝晶 覆盖板
ThermalDynamics:cover:0, 赛特斯石英矿石 覆盖板
ThermalDynamics:cover:0, 充能赛特斯石英矿石 覆盖板
ThermalDynamics:cover:0, 赛特斯石英块 覆盖板
ThermalDynamics:cover:0, 赛特斯竖纹石英块 覆盖板
ThermalDynamics:cover:0, 錾制赛特斯石英块 覆盖板
ThermalDynamics:cover:0, 石英玻璃 覆盖板
ThermalDynamics:cover:0, 聚能石英玻璃 覆盖板
ThermalDynamics:cover:0, 充能石英火把 覆盖板
ThermalDynamics:cover:0, 福鲁伊克斯块 覆盖板
ThermalDynamics:cover:0, 陨石 覆盖板
ThermalDynamics:cover:0, 陨石块 覆盖板
ThermalDynamics:cover:0, 陨石石砖 覆盖板
ThermalDynamics:cover:0, 陨石砖块 覆盖板
ThermalDynamics:cover:0, 迷你TNT 覆盖板
ThermalDynamics:cover:0, 陨石楼梯 覆盖板
ThermalDynamics:cover:0, 陨石块楼梯 覆盖板
ThermalDynamics:cover:0, 陨石石砖楼梯 覆盖板
ThermalDynamics:cover:0, 陨石砖块楼梯 覆盖板
ThermalDynamics:cover:0, 福鲁伊克斯楼梯 覆盖板
ThermalDynamics:cover:0, 赛特斯石英楼梯 覆盖板
ThermalDynamics:cover:0, 錾制赛特斯石英楼梯 覆盖板
ThermalDynamics:cover:0, 竖纹赛特斯石英楼梯 覆盖板
ThermalDynamics:cover:0, 陨石台阶 覆盖板
ThermalDynamics:cover:0, 陨石台阶 覆盖板
ThermalDynamics:cover:0, 陨石块台阶 覆盖板
ThermalDynamics:cover:0, 陨石块台阶 覆盖板
ThermalDynamics:cover:0, 陨石石砖台阶 覆盖板
ThermalDynamics:cover:0, 陨石石砖台阶 覆盖板
ThermalDynamics:cover:0, 陨石砖块台阶 覆盖板
ThermalDynamics:cover:0, 陨石砖块台阶 覆盖板
ThermalDynamics:cover:0, 福鲁伊克斯台阶 覆盖板
ThermalDynamics:cover:0, 福鲁伊克斯台阶 覆盖板
ThermalDynamics:cover:0, 赛特斯石英台阶 覆盖板
ThermalDynamics:cover:0, 赛特斯石英台阶 覆盖板
ThermalDynamics:cover:0, 錾制赛特斯石英台阶 覆盖板
ThermalDynamics:cover:0, 錾制赛特斯石英台阶 覆盖板
ThermalDynamics:cover:0, 竖纹赛特斯石英台阶 覆盖板
ThermalDynamics:cover:0, 竖纹赛特斯石英台阶 覆盖板
ThermalDynamics:cover:0, 梯子活板门 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 电梯 覆盖板
ThermalDynamics:cover:0, 海绵 覆盖板
ThermalDynamics:cover:0, 铺路石 覆盖板
ThermalDynamics:cover:0, 绳梯 覆盖板
ThermalDynamics:cover:0, 脚手架 覆盖板
ThermalDynamics:cover:0, 工厂机械块 覆盖板
ThermalDynamics:cover:0, 可编程红石网络控制器外壳 覆盖板
ThermalDynamics:cover:0, 货运装载轨道 覆盖板
ThermalDynamics:cover:0, 货运卸载轨道 覆盖板
ThermalDynamics:cover:0, 乘客搭车轨道 覆盖板
ThermalDynamics:cover:0, 乘客下车轨道 覆盖板
ThermalDynamics:cover:0, 橡胶树树苗 覆盖板
ThermalDynamics:cover:0, 神圣橡胶树树苗 覆盖板
ThermalDynamics:cover:0, 宏伟橡胶树树苗 覆盖板
ThermalDynamics:cover:0, 神圣橡胶树树苗 覆盖板
ThermalDynamics:cover:0, 橡胶木 覆盖板
ThermalDynamics:cover:0, 橡胶木 覆盖板
ThermalDynamics:cover:0, 干枯橡胶树叶 覆盖板
ThermalDynamics:cover:0, 干枯橡胶树叶 覆盖板
ThermalDynamics:cover:0, 白色玻璃 覆盖板
ThermalDynamics:cover:0, 橙色玻璃 覆盖板
ThermalDynamics:cover:0, 品红色玻璃 覆盖板
ThermalDynamics:cover:0, 浅蓝色玻璃 覆盖板
ThermalDynamics:cover:0, 黄色玻璃 覆盖板
ThermalDynamics:cover:0, 柠檬色玻璃 覆盖板
ThermalDynamics:cover:0, 粉色玻璃 覆盖板
ThermalDynamics:cover:0, 灰色玻璃 覆盖板
ThermalDynamics:cover:0, 浅灰色玻璃 覆盖板
ThermalDynamics:cover:0, 青色玻璃 覆盖板
ThermalDynamics:cover:0, 紫色玻璃 覆盖板
ThermalDynamics:cover:0, 蓝色玻璃 覆盖板
ThermalDynamics:cover:0, 棕色玻璃 覆盖板
ThermalDynamics:cover:0, 绿色玻璃 覆盖板
ThermalDynamics:cover:0, 红色玻璃 覆盖板
ThermalDynamics:cover:0, 黑色玻璃 覆盖板
ThermalDynamics:cover:0, 白色玻璃板 覆盖板
ThermalDynamics:cover:0, 橙色玻璃板 覆盖板
ThermalDynamics:cover:0, 品红色玻璃板 覆盖板
ThermalDynamics:cover:0, 浅蓝色玻璃板 覆盖板
ThermalDynamics:cover:0, 黄色玻璃板 覆盖板
ThermalDynamics:cover:0, 柠檬色玻璃板 覆盖板
ThermalDynamics:cover:0, 粉色玻璃板 覆盖板
ThermalDynamics:cover:0, 灰色玻璃板 覆盖板
ThermalDynamics:cover:0, 浅灰色玻璃板 覆盖板
ThermalDynamics:cover:0, 青色玻璃板 覆盖板
ThermalDynamics:cover:0, 紫色玻璃板 覆盖板
ThermalDynamics:cover:0, 蓝色玻璃板 覆盖板
ThermalDynamics:cover:0, 棕色玻璃板 覆盖板
ThermalDynamics:cover:0, 绿色玻璃板 覆盖板
ThermalDynamics:cover:0, 红色玻璃板 覆盖板
ThermalDynamics:cover:0, 黑色玻璃板 覆盖板
ThermalDynamics:cover:0, 铺路砖 覆盖板
ThermalDynamics:cover:0, 铺路灯 覆盖板
ThermalDynamics:cover:0, 铺路灯(反相) 覆盖板
ThermalDynamics:cover:0, 塑料块 覆盖板
ThermalDynamics:cover:0, Plastic Paver 覆盖板
ThermalDynamics:cover:0, Plastic Column 覆盖板
ThermalDynamics:cover:0, Large Plastic Bricks 覆盖板
ThermalDynamics:cover:0, Chiseled Plastic Bricks 覆盖板
ThermalDynamics:cover:0, Plastic Road 覆盖板
ThermalDynamics:cover:0, Plastic Bricks 覆盖板
ThermalDynamics:cover:0, 冰砖块 覆盖板
ThermalDynamics:cover:0, 荧光砖块 覆盖板
ThermalDynamics:cover:0, 青金石砖块 覆盖板
ThermalDynamics:cover:0, 黑曜石砖块 覆盖板
ThermalDynamics:cover:0, 铺路石砖块 覆盖板
ThermalDynamics:cover:0, 雪砖块 覆盖板
ThermalDynamics:cover:0, 大型冰砖块 覆盖板
ThermalDynamics:cover:0, 大型荧光砖块 覆盖板
ThermalDynamics:cover:0, 大型青金石砖块 覆盖板
ThermalDynamics:cover:0, 大型黑曜石砖块 覆盖板
ThermalDynamics:cover:0, 大型铺路石砖 覆盖板
ThermalDynamics:cover:0, 大型雪砖块 覆盖板
ThermalDynamics:cover:0, 生肉块 覆盖板
ThermalDynamics:cover:0, 烤肉块 覆盖板
ThermalDynamics:cover:0, 大型砖块 覆盖板
ThermalDynamics:cover:0, 糖炭块 覆盖板
ThermalDynamics:cover:0, 光滑黑岩 覆盖板
ThermalDynamics:cover:0, 光滑白岩 覆盖板
ThermalDynamics:cover:0, 黑岩圆石 覆盖板
ThermalDynamics:cover:0, 白岩圆石 覆盖板
ThermalDynamics:cover:0, 大型黑岩砖块 覆盖板
ThermalDynamics:cover:0, 大型白岩砖块 覆盖板
ThermalDynamics:cover:0, 小型黑岩砖块 覆盖板
ThermalDynamics:cover:0, 小型白岩砖块 覆盖板
ThermalDynamics:cover:0, 黑岩砂砾 覆盖板
ThermalDynamics:cover:0, 白岩砂砾 覆盖板
ThermalDynamics:cover:0, 铺路黑岩 覆盖板
ThermalDynamics:cover:0, 铺路白岩 覆盖板
ThermalDynamics:cover:0, 粉色粘液块 覆盖板
ThermalDynamics:cover:0, 藤蔓脚手架 覆盖板
ThermalDynamics:cover:0, 沃土 覆盖板
ThermalDynamics:cover:0, 牛奶 覆盖板
ThermalDynamics:cover:0, 污泥 覆盖板
ThermalDynamics:cover:0, 污水 覆盖板
ThermalDynamics:cover:0, 精华液 覆盖板
ThermalDynamics:cover:0, 生物燃油 覆盖板
ThermalDynamics:cover:0, 肉汤 覆盖板
ThermalDynamics:cover:0, 粉色粘液 覆盖板
ThermalDynamics:cover:0, 巧克力牛奶 覆盖板
ThermalDynamics:cover:0, 蘑菇汤 覆盖板
ThermalDynamics:cover:0, 蒸汽 覆盖板
ThermalDynamics:cover:0, 水泉 覆盖板
ThermalDynamics:cover:0, 油泉 覆盖板
ThermalDynamics:cover:0, tile.buildToolBlock.name 覆盖板
ThermalDynamics:cover:0, ic2.blockOreCopper 覆盖板
ThermalDynamics:cover:0, ic2.blockOreTin 覆盖板
ThermalDynamics:cover:0, ic2.blockOreUran 覆盖板
ThermalDynamics:cover:0, ic2.blockOreLead 覆盖板
ThermalDynamics:cover:0, ic2.blockRubWood 覆盖板
ThermalDynamics:cover:0, ic2.blockRubLeaves 覆盖板
ThermalDynamics:cover:0, ic2.blockRubSapling 覆盖板
ThermalDynamics:cover:0, ic2.blockHarz 覆盖板
ThermalDynamics:cover:0, ic2.blockRubber 覆盖板
ThermalDynamics:cover:0, ic2.blockFenceIron 覆盖板
ThermalDynamics:cover:0, ic2.blockAlloy 覆盖板
ThermalDynamics:cover:0, ic2.blockBasalt 覆盖板
ThermalDynamics:cover:0, ic2.blockAlloyGlass 覆盖板
ThermalDynamics:cover:0, tile.blockDoorAlloy.name 覆盖板
ThermalDynamics:cover:0, ic2.blockReinforcedFoam 覆盖板
ThermalDynamics:cover:0, ic2.blockFoam 覆盖板
ThermalDynamics:cover:0, ic2.blockScaffold 覆盖板
ThermalDynamics:cover:0, ic2.blockIronScaffold 覆盖板
ThermalDynamics:cover:0, ic2.blockMetalCopper 覆盖板
ThermalDynamics:cover:0, ic2.blockMetalTin 覆盖板
ThermalDynamics:cover:0, ic2.blockMetalBronze 覆盖板
ThermalDynamics:cover:0, ic2.blockMetalUranium 覆盖板
ThermalDynamics:cover:0, ic2.blockMetalLead 覆盖板
ThermalDynamics:cover:0, ic2.blockMetalAdvIron 覆盖板
ThermalDynamics:cover:0, ic2.blockMiningPipe 覆盖板
ThermalDynamics:cover:0, ic2.blockITNT 覆盖板
ThermalDynamics:cover:0, ic2.blockDynamite 覆盖板
ThermalDynamics:cover:0, ic2.blockDynamiteRemote 覆盖板
ThermalDynamics:cover:0, ic2.fluidUuMatter 覆盖板
ThermalDynamics:cover:0, ic2.fluidConstructionFoam 覆盖板
ThermalDynamics:cover:0, ic2.fluidCoolant 覆盖板
ThermalDynamics:cover:0, ic2.fluidHotCoolant 覆盖板
ThermalDynamics:cover:0, ic2.fluidPahoehoeLava 覆盖板
ThermalDynamics:cover:0, ic2.fluidBiomass 覆盖板
ThermalDynamics:cover:0, ic2.fluidBiogas 覆盖板
ThermalDynamics:cover:0, ic2.fluidDistilledWater 覆盖板
ThermalDynamics:cover:0, ic2.fluidSuperheatedSteam 覆盖板
ThermalDynamics:cover:0, ic2.fluidSteam 覆盖板
ThermalDynamics:cover:0, 黑幕布帘 覆盖板
ThermalDynamics:cover:0, 天使方块 覆盖板
ThermalDynamics:cover:0, 方块更新检测器 覆盖板
ThermalDynamics:cover:0, 镶边石砖 覆盖板
ThermalDynamics:cover:0, 末影黑曜石 覆盖板
ThermalDynamics:cover:0, 焦黑石英 覆盖板
ThermalDynamics:cover:0, 霜冻石头 覆盖板
ThermalDynamics:cover:0, 镶边石头 覆盖板
ThermalDynamics:cover:0, 不稳定金属方块 覆盖板
ThermalDynamics:cover:0, 沙砾砖块 覆盖板
ThermalDynamics:cover:0, 镶边石头(交替) 覆盖板
ThermalDynamics:cover:0, 魔法木头 覆盖板
ThermalDynamics:cover:0, 沙化玻璃 覆盖板
ThermalDynamics:cover:0, 沙砾路 覆盖板
ThermalDynamics:cover:0, 末影之核 覆盖板
ThermalDynamics:cover:0, 钻石蚀刻计算矩阵 覆盖板
ThermalDynamics:cover:0, 末地沙石 覆盖板
ThermalDynamics:cover:0, 錾制显赫之石 覆盖板
ThermalDynamics:cover:0, 增厚玻璃 覆盖板
ThermalDynamics:cover:0, 镶边玻璃 覆盖板
ThermalDynamics:cover:0, 玻璃砖块 覆盖板
ThermalDynamics:cover:0, 雕纹玻璃 覆盖板
ThermalDynamics:cover:0, 镶金玻璃 覆盖板
ThermalDynamics:cover:0, 黑曜石玻璃 覆盖板
ThermalDynamics:cover:0, 漩涡玻璃 覆盖板
ThermalDynamics:cover:0, 荧石玻璃 覆盖板
ThermalDynamics:cover:0, 心之玻璃 覆盖板
ThermalDynamics:cover:0, 四方玻璃 覆盖板
ThermalDynamics:cover:0, 暗色玻璃 覆盖板
ThermalDynamics:cover:0, 强化暗色玻璃 覆盖板
ThermalDynamics:cover:0, tile.extrautils:pureLove.name 覆盖板
ThermalDynamics:cover:0, 基岩块 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (白色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (橙色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (品红色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (淡蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (黄色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (黄绿色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (粉色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (灰色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (浅灰色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (青色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (紫色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (棕色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (绿色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (红色) 覆盖板
ThermalDynamics:cover:0, 染色 石砖 (黑色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (白色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (橙色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (品红色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (淡蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (黄色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (黄绿色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (粉色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (灰色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (浅灰色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (青色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (紫色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (棕色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (绿色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (红色) 覆盖板
ThermalDynamics:cover:0, 染色 橡木木板 (黑色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (白色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (橙色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (品红色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (淡蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (黄色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (黄绿色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (粉色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (灰色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (浅灰色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (青色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (紫色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (棕色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (绿色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (红色) 覆盖板
ThermalDynamics:cover:0, 染色 萤石 (黑色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (白色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (橙色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (品红色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (淡蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (黄色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (黄绿色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (粉色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (灰色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (浅灰色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (青色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (紫色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (棕色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (绿色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (红色) 覆盖板
ThermalDynamics:cover:0, 染色 石头 (黑色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (白色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (橙色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (品红色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (淡蓝色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (黄色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (黄绿色) 覆盖板
ThermalDynamics:cover:0, 染色 石英块 (粉色) 覆盖板
